🕘️更新时间,#genre#
CCTV-10,http://112.132.10.54:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
CCTV-10,http://116.128.242.83:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-10,http://183.222.242.31:8088/hls/10/index.m3u8$订阅源
CCTV-10,http://ygbh.site/php/bfgd.php?id=129$订阅源
CCTV-11,http://dmggg.tyzb.fun:26355/migu/667987558.m3u8?migutoken=22d29ee28adfece1ca0af1ef21ad55ff2f2d184276ff094691af949ea5c58f29e9c04676de2701e3d0a1f8cd87e31dab6346a861995b2a6b2c47efce5e81abb21107b5599733a991a173282700$订阅源
CCTV-11,http://php.cqshushu.ggff.net/jzb.php?id=cctv11&公众号【医工学习日志】$订阅源
CCTV-11,http://116.128.242.83:9901/tsfile/live/0012_1.m3u8$订阅源
CCTV-11,http://183.222.242.31:8088/hls/11/index.m3u8$订阅源
CCTV-11,https://my5353.com/JDkDm$订阅源
CCTV-11,http://ygbh.site/php/bfgd.php?id=130$订阅源
CCTV-12,http://dmggg.tyzb.fun:26355/migu/673168185.m3u8?migutoken=ad71b9aeae82874df1cd04f9b6a1672151c3e9a334d2178e3e78cbb8994cbd46ec8388903c1e78ccc22f7e0b25d1e1ab2bf9cd50d093a483252160120e87fe46793d2e28c380f0189ec08e6d12$订阅源
CCTV-12,http://php.cqshushu.ggff.net/jzb.php?id=cctv12&公众号【医工学习日志】$订阅源
CCTV-12,http://111.227.196.164:9901/tsfile/live/faacts/0012_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-12,http://116.128.242.83:9901/tsfile/live/0013_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0$订阅源
CCTV-12,http://183.222.242.31:8088/hls/12/index.m3u8$订阅源
CCTV-12,http://ygbh.site/php/bfgd.php?id=131$订阅源
CCTV-13,http://php.cqshushu.ggff.net/jzb.php?id=cctv13&公众号【医工学习日志】$订阅源
CCTV-13,http://www.cdnstv.com:6398/hls/13/index.m3u8$订阅源
CCTV-13,http://116.128.242.83:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-13,http://183.222.242.31:8088/hls/13/index.m3u8$订阅源
CCTV-13,http://61.136.172.236:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-14,http://dmggg.tyzb.fun:26355/migu/624878440.m3u8?migutoken=44d919b039e3d372a460fba303a52295689bfe48526cd04c60ec0c576d0b5e500fd140959d1c355c309ef5ab64e4327bd9e0409881255ad83142e677f3db4d67b1ddf8b90d26c75d1b7214898a$订阅源
CCTV-14,http://php.cqshushu.ggff.net/jzb.php?id=cctv14&公众号【医工学习日志】$订阅源
CCTV-14,http://111.227.196.164:9901/tsfile/live/faacts/0014_1.m3u8$订阅源
CCTV-14,http://123.129.70.178:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-14,http://www.cdnstv.com:6398/hls/14/index.m3u8$订阅源
CCTV-14,http://116.128.242.83:9901/tsfile/live/0015_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0$订阅源
CCTV-14,http://183.222.242.31:8088/hls/14/index.m3u8$订阅源
CCTV-14,http://61.136.172.236:9901/tsfile/live/0014_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0$订阅源
CCTV-15,http://dmggg.tyzb.fun:26355/migu/673168223.m3u8?migutoken=cb4bfbcc5677d19b02268ee486017cf57b8856a0659eef385d10e2af542e607f1963f672278ad5f22761105862b9123efefbce650013764f86ff15269649961511b622cb0e3f520d192380725a$订阅源
CCTV-15,http://p.ytelc.com/169l/0/cctv.php?id=cctv15$订阅源
CCTV-15,http://222.169.85.8:9901/tsfile/live/0015_1.m3u8$订阅源
CCTV-15,http://php.cqshushu.ggff.net/jzb.php?id=cctv15&公众号【医工学习日志】$订阅源
CCTV-15,http://112.132.10.54:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
CCTV-15,http://123.129.70.178:9901/tsfile/live/0015_1.m3u8$订阅源
CCTV-15,http://www.cdnstv.com:6398/hls/15/index.m3u8$订阅源
CCTV-15,http://116.128.242.83:9901/tsfile/live/0016_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0$订阅源
CCTV-16,http://p.ytelc.com/169l/0/cctv.php?id=cctv16$订阅源
CCTV-16,http://222.129.32.255:4022/rtp/239.3.1.184:8001$订阅源
CCTV-16,http://1b6467f415.iok.la:9931/tsfile/live/1094_1.m3u8$订阅源
CCTV-17,http://dmggg.tyzb.fun:26355/migu/673168256.m3u8?migutoken=13cc0278e656cd1c3ac4f29efa2d82bf8dd000d9a2f003babc8ce84eeeae745cc21b43aab916c2b79be87838eee3caaaff75893a204287b3665d09b67ec48b4f337c78c4185e42b5e69fa1568d$订阅源
CCTV-17,http://p.ytelc.com/169l/0/cctv.php?id=cctv17$订阅源
CCTV-17,http://222.169.85.8:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-17,http://222.129.32.255:4022/rtp/239.3.1.151:8144$订阅源
CCTV-17,http://218.17.33.178:53290/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-17,http://www.cdnstv.com:6398/hls/17/index.m3u8$订阅源
CCTV-17,http://1b6467f415.iok.la:9931/tsfile/live/1130_1.m3u8$订阅源
CCTV-17,http://61.156.228.12:8154/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CETV-1,http://221.10.226.195:5000/rtp/239.0.0.51:5140$订阅源
CETV-1,http://111.127.156.228:51234/rtp/239.29.0.95:5000$订阅源
CETV-1,http://180.154.61.39:4022/rtp/239.45.1.125:5140$订阅源
CETV-1,http://117.174.25.254:8188/rtp/239.0.0.51:5140$订阅源
CETV-1,http://122.189.103.236:8010/rtp/228.0.0.146:7146$订阅源
CETV-1,http://223.167.230.34:4022/rtp/239.45.1.125:5140$订阅源
CETV-1,http://112.109.206.106:9999/rtp/239.255.40.201:8208$订阅源
CETV-1,http://171.113.210.106:4022/rtp/239.69.1.110:10298$订阅源
CETV-2,http://221.10.226.195:5000/rtp/239.0.0.196:5140$订阅源
CETV-2,http://111.127.156.228:51234/rtp/239.29.0.139:5000$订阅源
CETV-2,http://180.154.61.39:4022/rtp/239.45.1.52:5140$订阅源
CETV-2,http://117.174.25.254:8188/rtp/239.0.0.196:5140$订阅源
CETV-2,http://122.189.103.236:8010/rtp/228.0.0.198:7198$订阅源
CETV-2,http://223.167.230.34:4022/rtp/239.45.1.52:5140$订阅源
CETV-2,http://113.106.171.234:8899/rtp/239.21.0.46:3524$订阅源
CETV-2,http://112.109.206.106:9999/rtp/239.255.40.30:8208$订阅源
CETV-4,http://221.10.226.195:5000/rtp/239.0.0.98:5140$订阅源
CETV-4,https://gcalic.v.myalicdn.com/gc/wgw05_1/index.m3u8?contentid=2820180516001$订阅源
CETV-4,http://180.154.61.39:4022/rtp/239.45.1.50:5140$订阅源
CETV-4,http://117.174.25.254:8188/rtp/239.0.0.98:5140$订阅源
CETV-4,http://122.189.103.236:8010/rtp/228.0.0.177:7177$订阅源
CETV-4,http://223.167.230.34:4022/rtp/239.45.1.50:5140$订阅源
CETV-4,http://113.106.171.234:8899/rtp/239.21.0.47:3528$订阅源
CETV-4,http://112.109.206.106:9999/rtp/239.255.40.31:8208$订阅源

💰央视付费频道,#genre#
文化精品,http://121.29.141.59:4022/rtp/239.253.93.175:6439$订阅源
文化精品,http://60.172.83.179:8686/rtp/238.1.79.54:4568$订阅源
文化精品,http://106.59.3.88:55555/rtp/239.200.200.92:8028$订阅源
文化精品,http://61.159.135.99:18000/rtp/238.255.2.32:5999$订阅源
文化精品,http://218.8.87.96:4000/rtp/229.58.190.189:5000$订阅源
央视台球,http://183.11.239.36:808/hls/73/index.m3u8$订阅源
风云音乐,http://121.29.141.59:4022/rtp/239.253.93.253:6431$订阅源
风云音乐,http://60.172.83.179:8686/rtp/238.1.79.64:4648$订阅源
风云音乐,http://106.59.3.88:55555/rtp/239.200.200.86:8008$订阅源
风云音乐,http://61.159.135.99:18000/rtp/238.255.2.24:5999$订阅源
风云音乐,http://218.8.87.96:4000/rtp/229.58.190.190:5000$订阅源
第一剧场,http://122.189.103.236:8010/rtp/228.0.0.235:6108$订阅源
第一剧场,http://171.113.210.106:4022/rtp/239.69.1.74:10084$订阅源
第一剧场,http://121.29.141.59:4022/rtp/239.253.93.138:6428$订阅源
第一剧场,http://60.172.83.179:8686/rtp/238.1.79.63:4640$订阅源
第一剧场,http://58.48.104.98:4022/rtp/239.69.1.74:10084$订阅源
第一剧场,http://106.59.3.88:55555/rtp/239.200.200.82:8004$订阅源
第一剧场,http://61.159.135.99:18000/rtp/238.255.2.25:5999$订阅源
第一剧场,http://218.8.87.96:4000/rtp/229.58.190.21:5000$订阅源
风云剧场,http://121.29.141.59:4022/rtp/239.253.93.251:6429$订阅源
风云剧场,http://60.172.83.179:8686/rtp/238.1.79.62:4632$订阅源
风云剧场,http://www.lizhinas.top:1009/rtp/239.252.219.89:5140$订阅源
风云剧场,http://106.59.3.88:55555/rtp/239.200.200.84:8016$订阅源
风云剧场,http://61.159.135.99:18000/rtp/238.255.2.28:5999$订阅源
怀旧剧场,http://122.189.103.236:8010/rtp/228.0.0.237:6108$订阅源
怀旧剧场,http://121.29.141.59:4022/rtp/239.253.93.252:6430$订阅源
怀旧剧场,http://60.172.83.179:8686/rtp/238.1.79.61:4624$订阅源
怀旧剧场,http://www.lizhinas.top:1009/rtp/239.252.219.90:5140$订阅源
怀旧剧场,http://106.59.3.88:55555/rtp/239.200.200.85:8032$订阅源
怀旧剧场,http://61.159.135.99:18000/rtp/238.255.2.33:5999$订阅源
女性时尚,http://www.lizhinas.top:1009/rtp/239.252.219.94:5140$订阅源
高尔夫网球,http://171.113.210.106:4022/rtp/239.69.1.83:10138$订阅源
高尔夫网球,http://121.29.141.59:4022/rtp/239.253.93.122:6465$订阅源
高尔夫网球,http://60.172.83.179:8686/rtp/238.1.79.58:4600$订阅源
高尔夫网球,http://58.48.104.98:4022/rtp/239.69.1.83:10138$订阅源
高尔夫网球,http://www.lizhinas.top:1009/rtp/239.252.219.95:5140$订阅源
高尔夫网球,http://106.59.3.88:55555/rtp/239.200.200.89:8024$订阅源
高尔夫网球,http://61.159.135.99:18000/rtp/238.255.2.223:5999$订阅源
风云足球,http://www.lizhinas.top:1009/rtp/239.252.219.96:5140$订阅源
风云足球,http://183.11.239.36:808/hls/133/index.m3u8$订阅源
电视指南,http://121.29.141.59:4022/rtp/239.253.93.249:6427$订阅源
电视指南,http://60.172.83.179:8686/rtp/238.1.79.53:4560$订阅源
电视指南,http://106.59.3.88:55555/rtp/239.200.200.83:8000$订阅源
世界地理,http://www.lizhinas.top:1009/rtp/239.252.219.93:5140$订阅源
世界地理,http://183.11.239.36:808/hls/11/index.m3u8$订阅源
世界地理,http://ygbh.site/php/bfgd.php?id=177$订阅源
兵器科技,http://171.113.210.106:4022/rtp/239.69.1.79:10114$订阅源
兵器科技,http://121.29.141.59:4022/rtp/239.253.93.47:6435$订阅源
兵器科技,http://60.172.83.179:8686/rtp/238.1.79.56:4584$订阅源
兵器科技,http://58.48.104.98:4022/rtp/239.69.1.79:10114$订阅源
兵器科技,http://www.lizhinas.top:1009/rtp/239.252.219.98:5140$订阅源
兵器科技,http://106.59.3.88:55555/rtp/239.200.200.91:8036$订阅源
兵器科技,http://61.159.135.99:18000/rtp/238.255.2.34:5999$订阅源
兵器科技,http://218.8.87.96:4000/rtp/229.58.190.29:5000$订阅源

📡卫视频道,#genre#
广东卫视,https://txmov2.a.kwimgs.com/upic/2023/01/26/09/BMjAyMzAxMjYwOTE3NDVfNzM5MzQzNzIyXzk0NjI1OTUwNTA3XzBfMw==_b_B81ddda927d33445d544befd008e60109.mp4$订阅源
广东卫视,http://satellitepull.cnr.cn/live/wxgdws/playlist.m3u8$订阅源
广东卫视,http://222.169.85.8:9901/tsfile/live/0125_1.m3u8?#rtsp://116.176.26.18/PLTV/88888910/224/3221225527/10000100000000060000000000107307_0.smil#rtsp://60.13.39.18/PLTV/88888910/224/3221225551/10000100000000060000000000107331_0.smil$订阅源
广东卫视,http://123.129.70.178:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广东卫视,http://116.128.242.83:9901/tsfile/live/0124_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0$订阅源
广东卫视,http://183.11.239.36:808/hls/80/index.m3u8$订阅源
广东卫视,http://183.222.242.31:8088/hls/23/index.m3u8$订阅源
广东卫视,http://61.136.172.236:9901/tsfile/live/0125_1.m3u8$订阅源
浙江卫视,http://ali-m-l.cztv.com:80/channels/lantian/channel001/1080p.m3u8$订阅源
浙江卫视,http://222.169.85.8:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
浙江卫视,http://112.27.235.94:8000/hls/29/index.m3u8$订阅源
浙江卫视,http://123.129.70.178:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
浙江卫视,http://116.128.242.83:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
浙江卫视,http://183.11.239.36:808/hls/37/index.m3u8$订阅源
浙江卫视,http://183.222.242.31:8088/hls/20/index.m3u8$订阅源
浙江卫视,http://61.136.172.236:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
湖南卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5199687338554291078_hlsb.m3u8$订阅源
湖南卫视,http://222.169.85.8:9901/tsfile/live/0128_1.m3u8$订阅源
湖南卫视,http://kbtv.zkbhj.com/liveRedirect/hotel.php?p=sdjn&id=32$订阅源
湖南卫视,http://223.241.247.214:9901/tsfile/live/1009_1.m3u8$订阅源
湖南卫视,http://112.27.235.94:8000/hls/31/index.m3u8$订阅源
湖南卫视,http://61.184.46.85:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
湖南卫视,http://123.129.70.178:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
湖南卫视,http://116.128.242.83:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
北京卫视,http://satellitepull.cnr.cn/live/wxbtv/playlist.m3u8$订阅源
北京卫视,http://113.26.202.52:1299/tsfile/live/0122_1.m3u8$订阅源
北京卫视,http://kbtv.zkbhj.com/liveRedirect/hotel.php?p=sdjn&id=36$订阅源
北京卫视,http://112.27.235.94:8000/hls/27/index.m3u8$订阅源
北京卫视,http://123.129.70.178:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
北京卫视,http://116.128.242.83:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
北京卫视,http://183.11.239.36:808/hls/41/index.m3u8$订阅源
北京卫视,http://183.222.242.31:8088/hls/22/index.m3u8$订阅源
湖北卫视,http://dmggg.tyzb.fun:26355/migu/947472496.m3u8?migutoken=98e87eaaf466138e42b808f8631eb553e550341433ede63b22d8bfe4f1a3a0650a0e8ae28154551b719847626d36b7958b793107e3ac554f1c9332262411d687673048ad7c5065dc540ba9c041$订阅源
湖北卫视,http://satellitepull.cnr.cn/live/wx32hubws/playlist.m3u8$订阅源
湖北卫视,http://222.169.85.8:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
湖北卫视,http://113.26.202.52:1299/tsfile/live/0132_1.m3u8$订阅源
湖北卫视,http://kbtv.zkbhj.com/liveRedirect/hotel.php?p=sdjn&id=42$订阅源
湖北卫视,http://218.17.33.178:53290/tsfile/live/0132_1.m3u8?key=txiptv$订阅源
湖北卫视,http://www.745612.xyz:7788/rtp/235.254.198.72:1564$订阅源
湖北卫视,http://223.241.247.214:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
黑龙江卫视,http://satellitepull.cnr.cn/live/wx32hljws/playlist.m3u8$订阅源
黑龙江卫视,http://113.26.202.52:1299/tsfile/live/0143_1.m3u8$订阅源
黑龙江卫视,http://112.27.235.94:8000/hls/48/index.m3u8$订阅源
黑龙江卫视,http://61.184.46.85:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
黑龙江卫视,http://123.129.70.178:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
黑龙江卫视,http://58.19.43.46:9901/tsfile/live/1008_1.m3u8$订阅源
黑龙江卫视,http://116.128.242.83:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
黑龙江卫视,http://183.11.239.36:808/hls/48/index.m3u8$订阅源
安徽卫视,http://113.26.202.52:1299/tsfile/live/0130_1.m3u8$订阅源
安徽卫视,http://kbtv.zkbhj.com/liveRedirect/hotel.php?p=sdjn&id=37$订阅源
安徽卫视,http://223.241.247.214:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
安徽卫视,http://112.27.235.94:8000/hls/26/index.m3u8$订阅源
安徽卫视,http://58.19.43.46:9901/tsfile/live/1040_1.m3u8$订阅源
安徽卫视,http://116.128.242.83:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
安徽卫视,http://112.46.105.20:8009/hls/42/index.m3u8$订阅源
安徽卫视,http://183.11.239.36:808/hls/40/index.m3u8$订阅源
重庆卫视,http://satellitepull.cnr.cn/live/wxcqws/playlist.m3u8$订阅源
重庆卫视,http://222.169.85.8:9901/tsfile/live/0142_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0$订阅源
重庆卫视,http://223.241.247.214:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
重庆卫视,http://112.27.235.94:8000/hls/36/index.m3u8$订阅源
重庆卫视,http://123.129.70.178:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
重庆卫视,http://58.19.43.46:9901/tsfile/live/1042_1.m3u8$订阅源
重庆卫视,http://116.128.242.83:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
重庆卫视,http://112.46.105.20:8009/hls/43/index.m3u8$订阅源
东方卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953535631090825_hlsb.m3u8$订阅源
东方卫视,http://222.169.85.8:9901/tsfile/live/0018_1.m3u8$订阅源
东方卫视,http://113.26.202.52:1299/tsfile/live/0107_1.m3u8$订阅源
东方卫视,http://kbtv.zkbhj.com/liveRedirect/hotel.php?p=sdjn&id=34$订阅源
东方卫视,http://223.241.247.214:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
东方卫视,http://112.27.235.94:8000/hls/28/index.m3u8$订阅源
东方卫视,http://58.19.43.46:9901/tsfile/live/1035_1.m3u8$订阅源
东方卫视,http://116.128.242.83:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
东南卫视,http://satellitepull.cnr.cn/live/wx32fjws/playlist.m3u8$订阅源
东南卫视,http://kbtv.zkbhj.com/liveRedirect/hotel.php?p=sdjn&id=41$订阅源
东南卫视,http://112.27.235.94:8000/hls/38/index.m3u8$订阅源
东南卫视,http://123.129.70.178:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
东南卫视,http://58.19.43.46:9901/tsfile/live/1046_1.m3u8$订阅源
东南卫视,http://116.128.242.83:9901/tsfile/live/0127_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0$订阅源
东南卫视,http://112.46.105.20:8009/hls/45/index.m3u8$订阅源
东南卫视,http://183.222.242.31:8088/hls/30/index.m3u8$订阅源
甘肃卫视,http://satellitepull.cnr.cn/live/wxgsws/playlist.m3u8$订阅源
甘肃卫视,http://113.26.202.52:1299/tsfile/live/0141_1.m3u8$订阅源
甘肃卫视,http://218.17.33.178:53290/tsfile/live/0141_1.m3u8?key=txiptv$订阅源
甘肃卫视,http://223.241.247.214:9901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
甘肃卫视,http://112.46.105.20:8009/hls/51/index.m3u8$订阅源
甘肃卫视,http://183.11.239.36:808/hls/119/index.m3u8$订阅源
甘肃卫视,http://1b6467f415.iok.la:9931/tsfile/live/1091_1.m3u8$订阅源
甘肃卫视,http://123.129.70.178/rtp/239.253.254.74:8000$山东联通组播源-cache:123.129.70.178-组播源
广西卫视,rtmp://live.gxrb.com.cn/hls/a23$订阅源
广西卫视,http://222.169.85.8:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0#rtsp://115.85.232.19/PLTV/88888910/224/3221225552/10000100000000060000000000107332_0.smil$订阅源
广西卫视,http://113.26.202.52:1299/tsfile/live/0113_1.m3u8$订阅源
广西卫视,http://223.241.247.214:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广西卫视,http://58.19.43.46:9901/tsfile/live/1004_1.m3u8$订阅源
广西卫视,http://112.46.105.20:8009/hls/53/index.m3u8$订阅源
广西卫视,http://183.11.239.36:808/hls/56/index.m3u8$订阅源
广西卫视,http://61.136.172.236:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
贵州卫视,http://222.169.85.8:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
贵州卫视,http://112.27.235.94:8000/hls/46/index.m3u8$订阅源
贵州卫视,http://58.19.43.46:9901/tsfile/live/1011_1.m3u8$订阅源
贵州卫视,http://183.11.239.36:808/hls/49/index.m3u8$订阅源
贵州卫视,http://183.222.242.31:8088/hls/31/index.m3u8$订阅源
贵州卫视,http://61.136.172.236:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
贵州卫视,http://182.150.23.74:808/hls/26/index.m3u8$订阅源
贵州卫视,http://1b6467f415.iok.la:9931/tsfile/live/1071_1.m3u8$订阅源
海南卫视,http://satellitepull.cnr.cn/live/wxhainlyws/playlist.m3u8$订阅源
海南卫视,http://nn.7x9d.cn/地方台8563/海南.php?id=hnws&?key=txiptv$订阅源
海南卫视,http://61.184.46.85:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
海南卫视,http://183.11.239.36:808/hls/124/index.m3u8$订阅源
海南卫视,http://111.43.126.240:9003/hls/53/index.m3u8$订阅源
海南卫视,http://139.196.214.238/rtp/239.45.1.81:5140$上海电信组播源-cache:139.196.214.238-组播源
海南卫视,http://223.241.247.214/rtp/238.1.79.49:4504$安徽电信组播源-cache:223.241.247.214-组播源
海南卫视,http://123.129.70.178/rtp/239.253.254.179:8000$山东联通组播源-cache:123.129.70.178-组播源
河北卫视,http://satellitepull.cnr.cn/live/wxhebws/playlist.m3u8$订阅源
河北卫视,http://112.27.235.94:8000/hls/39/index.m3u8$订阅源
河北卫视,http://61.184.46.85:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
河北卫视,http://116.128.242.83:9901/tsfile/live/0142_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0$订阅源
河北卫视,http://112.46.105.20:8009/hls/55/index.m3u8$订阅源
河北卫视,http://183.11.239.36:808/hls/54/index.m3u8$订阅源
河北卫视,http://183.222.242.31:8088/hls/33/index.m3u8$订阅源
河北卫视,http://61.136.172.236:9901/tsfile/live/0117_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0$订阅源
河南卫视,http://1.94.31.214/php/hntv.php?id=hnws$订阅源
河南卫视,http://satellitepull.cnr.cn/live/wxhnws/playlist.m3u8$订阅源
